plant_id,plant,warehouse_id,warehouse,plant_region,warehouse_region,distance_km,cost_per_unit,lead_time_days,route_capacity,emission_kg_per_unit,route_risk_score,route_status
P006,Plant_Delhi,W097,WH_Patna_Zone_1,North,East,831.6,22.53,2,3313,0.1487,4.39,Open
P006,Plant_Delhi,W098,WH_Patna_Zone_2,North,East,849.8,20.52,2,3578,0.1946,3.42,Open
P006,Plant_Delhi,W099,WH_Patna_Zone_3,North,East,847.4,19.77,3,1244,0.1485,2.23,Open
P006,Plant_Delhi,W100,WH_Patna_Zone_4,North,East,846.3,14.92,2,4624,0.1698,2.32,Open
P006,Plant_Delhi,W101,WH_Indore_Zone_1,North,Central,674.6,14.59,2,2472,0.1384,1.08,Open
P006,Plant_Delhi,W102,WH_Indore_Zone_2,North,Central,650.7,14.73,2,3073,0.1236,2.85,Open
P006,Plant_Delhi,W103,WH_Indore_Zone_3,North,Central,661.6,16.87,2,5886,0.1018,2.07,Open
P006,Plant_Delhi,W104,WH_Indore_Zone_4,North,Central,651.8,14.8,2,4730,0.1077,4.69,Open
P006,Plant_Delhi,W105,WH_Bhopal_Zone_1,North,Central,617.1,15.89,1,1715,0.128,3.11,Open
P006,Plant_Delhi,W106,WH_Bhopal_Zone_2,North,Central,591.4,12.9,1,1798,0.1072,2.2,Open
P006,Plant_Delhi,W107,WH_Bhopal_Zone_3,North,Central,599.2,12.7,2,4235,0.0732,1.41,Open
P006,Plant_Delhi,W108,WH_Bhopal_Zone_4,North,Central,577.2,14.46,2,2327,0.1372,3.96,Open
P006,Plant_Delhi,W109,WH_Nagpur_Zone_1,North,Central,833.1,14.29,2,1704,0.1946,3.32,Open
P006,Plant_Delhi,W110,WH_Nagpur_Zone_2,North,Central,850.5,17.62,3,820,0.1782,4.98,Open
P006,Plant_Delhi,W111,WH_Nagpur_Zone_3,North,Central,864.7,20.95,2,1892,0.1302,2.96,Open
P006,Plant_Delhi,W112,WH_Nagpur_Zone_4,North,Central,867.4,16.81,3,1042,0.1332,2.48,Open
P006,Plant_Delhi,W113,WH_Raipur_Zone_1,North,Central,919.0,15.33,2,2657,0.1454,3.37,Open
P006,Plant_Delhi,W114,WH_Raipur_Zone_2,North,Central,951.3,18.51,2,3853,0.1553,1.36,Open
P006,Plant_Delhi,W115,WH_Raipur_Zone_3,North,Central,943.4,16.64,2,1774,0.1915,1.62,Open
P006,Plant_Delhi,W116,WH_Raipur_Zone_4,North,Central,924.9,16.59,2,2804,0.2131,3.6,Open
P006,Plant_Delhi,W117,WH_Jabalpur_Zone_1,North,Central,656.7,12.67,2,3127,0.1325,4.56,Open
P006,Plant_Delhi,W118,WH_Jabalpur_Zone_2,North,Central,643.2,17.7,2,3974,0.1208,1.06,Open
P006,Plant_Delhi,W119,WH_Jabalpur_Zone_3,North,Central,647.1,16.96,2,4382,0.1264,1.49,Open
P006,Plant_Delhi,W120,WH_Jabalpur_Zone_4,North,Central,655.2,18.26,2,5730,0.118,2.54,Open
P007,Plant_Jaipur,W001,WH_Ahmedabad_Zone_1,North,West,526.9,14.8,2,1718,0.1214,1.38,Open
P007,Plant_Jaipur,W002,WH_Ahmedabad_Zone_2,North,West,515.6,13.62,2,1033,0.0625,1.37,Open
P007,Plant_Jaipur,W003,WH_Ahmedabad_Zone_3,North,West,521.3,12.58,2,5219,0.0969,3.48,Open
P007,Plant_Jaipur,W004,WH_Ahmedabad_Zone_4,North,West,544.6,13.26,1,2594,0.0778,2.85,Open
P007,Plant_Jaipur,W005,WH_Surat_Zone_1,North,West,730.3,19.33,2,1178,0.1183,4.71,Open
P007,Plant_Jaipur,W006,WH_Surat_Zone_2,North,West,725.1,13.09,2,2688,0.1604,1.78,Open
P007,Plant_Jaipur,W007,WH_Surat_Zone_3,North,West,714.6,18.31,2,2623,0.1602,2.73,Open
P007,Plant_Jaipur,W008,WH_Surat_Zone_4,North,West,693.8,17.28,2,4467,0.1414,2.18,Open
P007,Plant_Jaipur,W009,WH_Rajkot_Zone_1,North,West,704.3,16.18,2,1606,0.1255,4.11,Open
P007,Plant_Jaipur,W010,WH_Rajkot_Zone_2,North,West,719.9,14.56,2,2718,0.1176,3.1,Open
P007,Plant_Jaipur,W011,WH_Rajkot_Zone_3,North,West,717.6,16.14,2,1204,0.1132,1.34,Open
P007,Plant_Jaipur,W012,WH_Rajkot_Zone_4,North,West,714.3,16.39,2,2215,0.1023,4.8,Open
P007,Plant_Jaipur,W013,WH_Mumbai_Zone_1,North,West,907.6,16.39,2,5525,0.138,2.69,Open
P007,Plant_Jaipur,W014,WH_Mumbai_Zone_2,North,West,912.2,14.78,2,1579,0.1366,3.58,Open
P007,Plant_Jaipur,W015,WH_Mumbai_Zone_3,North,West,906.5,19.27,3,1642,0.1847,2.07,Open
P007,Plant_Jaipur,W016,WH_Mumbai_Zone_4,North,West,902.6,21.02,2,3421,0.2132,3.16,Open
P007,Plant_Jaipur,W017,WH_Pune_Zone_1,North,West,969.3,19.19,2,5552,0.1793,3.52,Open
P007,Plant_Jaipur,W018,WH_Pune_Zone_2,North,West,965.6,17.29,3,2536,0.1382,3.43,Open
P007,Plant_Jaipur,W019,WH_Pune_Zone_3,North,West,963.3,21.12,2,5258,0.1279,1.69,Open
P007,Plant_Jaipur,W020,WH_Pune_Zone_4,North,West,949.1,21.44,2,4957,0.1985,2.12,Open
P007,Plant_Jaipur,W021,WH_Nashik_Zone_1,North,West,787.7,16.82,2,1609,0.1364,3.25,Open
P007,Plant_Jaipur,W022,WH_Nashik_Zone_2,North,West,804.8,20.39,2,1053,0.1162,4.49,Open
P007,Plant_Jaipur,W023,WH_Nashik_Zone_3,North,West,782.7,12.98,2,5512,0.1642,1.83,Open
P007,Plant_Jaipur,W024,WH_Nashik_Zone_4,North,West,786.4,13.54,2,3974,0.1663,3.02,Open
P007,Plant_Jaipur,W025,WH_Delhi_Zone_1,North,North,242.7,8.91,1,2141,0.0504,2.55,Open
P007,Plant_Jaipur,W026,WH_Delhi_Zone_2,North,North,220.6,8.41,1,1643,0.0285,3.47,Open
P007,Plant_Jaipur,W027,WH_Delhi_Zone_3,North,North,243.5,10.46,1,2613,0.0298,3.89,Open
P007,Plant_Jaipur,W028,WH_Delhi_Zone_4,North,North,236.3,7.96,1,4670,0.0365,3.42,Open
P007,Plant_Jaipur,W029,WH_Gurugram_Zone_1,North,North,206.3,6.43,1,3989,0.04,2.62,Open
P007,Plant_Jaipur,W030,WH_Gurugram_Zone_2,North,North,218.6,7.12,1,5407,0.0277,3.15,Open
P007,Plant_Jaipur,W031,WH_Gurugram_Zone_3,North,North,231.3,8.56,1,1637,0.0546,3.86,Open
P007,Plant_Jaipur,W032,WH_Gurugram_Zone_4,North,North,227.8,8.65,1,2610,0.0446,2.44,Open
P007,Plant_Jaipur,W033,WH_Noida_Zone_1,North,North,227.5,7.57,1,3530,0.0389,3.86,Open
P007,Plant_Jaipur,W034,WH_Noida_Zone_2,North,North,226.5,8.71,1,1092,0.0514,2.65,Open
P007,Plant_Jaipur,W035,WH_Noida_Zone_3,North,North,246.8,9.37,1,4663,0.0299,1.34,Open
P007,Plant_Jaipur,W036,WH_Noida_Zone_4,North,North,234.0,10.51,1,4806,0.0339,4.5,Open
P007,Plant_Jaipur,W037,WH_Jaipur_Zone_1,North,North,13.1,6.56,1,2182,0.0031,1.62,Open
P007,Plant_Jaipur,W038,WH_Jaipur_Zone_2,North,North,19.4,6.51,1,4464,0.004,3.94,Open
P007,Plant_Jaipur,W039,WH_Jaipur_Zone_3,North,North,14.3,6.59,1,4837,0.0017,1.3,Open
P007,Plant_Jaipur,W040,WH_Jaipur_Zone_4,North,North,19.7,6.75,1,2521,0.0047,3.24,Open
P007,Plant_Jaipur,W041,WH_Chandigarh_Zone_1,North,North,460.1,12.51,1,4645,0.0632,2.77,Open
P007,Plant_Jaipur,W042,WH_Chandigarh_Zone_2,North,North,420.4,11.02,1,1598,0.0689,1.21,Open
P007,Plant_Jaipur,W043,WH_Chandigarh_Zone_3,North,North,454.5,12.31,2,2677,0.063,2.42,Open
P007,Plant_Jaipur,W044,WH_Chandigarh_Zone_4,North,North,420.3,11.9,1,3008,0.0544,4.53,Open
P007,Plant_Jaipur,W045,WH_Lucknow_Zone_1,North,North,520.8,11.91,2,4344,0.1039,4.65,Open
P007,Plant_Jaipur,W046,WH_Lucknow_Zone_2,North,North,516.6,14.36,1,5625,0.0775,2.42,Open
P007,Plant_Jaipur,W047,WH_Lucknow_Zone_3,North,North,495.3,11.34,2,5598,0.0664,2.01,Open
P007,Plant_Jaipur,W048,WH_Lucknow_Zone_4,North,North,516.0,14.81,2,5098,0.0941,2.9,Open
P007,Plant_Jaipur,W049,WH_Kanpur_Zone_1,North,North,456.3,11.95,2,3002,0.0966,1.99,Open
P007,Plant_Jaipur,W050,WH_Kanpur_Zone_2,North,North,437.9,10.42,1,4839,0.0907,1.45,Open
P007,Plant_Jaipur,W051,WH_Kanpur_Zone_3,North,North,443.7,11.49,2,3563,0.057,2.38,Open
P007,Plant_Jaipur,W052,WH_Kanpur_Zone_4,North,North,452.9,13.68,1,4296,0.0891,2.35,Open
P007,Plant_Jaipur,W053,WH_Ludhiana_Zone_1,North,North,423.1,11.99,1,2594,0.0813,3.79,Open
P007,Plant_Jaipur,W054,WH_Ludhiana_Zone_2,North,North,423.1,9.32,2,5976,0.0944,1.36,Open
P007,Plant_Jaipur,W055,WH_Ludhiana_Zone_3,North,North,429.0,12.16,1,3686,0.068,1.54,Open
P007,Plant_Jaipur,W056,WH_Ludhiana_Zone_4,North,North,450.6,10.89,1,5366,0.0706,1.29,Open
P007,Plant_Jaipur,W057,WH_Bengaluru_Zone_1,North,South,1556.2,34.13,3,4163,0.2327,1.25,Open
P007,Plant_Jaipur,W058,WH_Bengaluru_Zone_2,North,South,1581.2,22.78,4,1221,0.3141,1.93,Open
P007,Plant_Jaipur,W059,WH_Bengaluru_Zone_3,North,South,1538.8,32.62,4,2747,0.3105,1.83,Open
P007,Plant_Jaipur,W060,WH_Bengaluru_Zone_4,North,South,1568.2,31.51,4,5321,0.3276,3.65,Open
P007,Plant_Jaipur,W061,WH_Chennai_Zone_1,North,South,1595.9,25.3,3,1107,0.235,2.63,Open
P007,Plant_Jaipur,W062,WH_Chennai_Zone_2,North,South,1600.7,32.44,4,1356,0.211,1.93,Open
P007,Plant_Jaipur,W063,WH_Chennai_Zone_3,North,South,1608.9,31.99,5,5533,0.2401,2.87,Open
P007,Plant_Jaipur,W064,WH_Chennai_Zone_4,North,South,1626.8,30.63,5,5087,0.2127,2.35,Open
P007,Plant_Jaipur,W065,WH_Hyderabad_Zone_1,North,South,1085.6,17.51,3,3352,0.1845,1.62,Open
P007,Plant_Jaipur,W066,WH_Hyderabad_Zone_2,North,South,1111.9,21.96,3,4047,0.1563,1.45,Open
P007,Plant_Jaipur,W067,WH_Hyderabad_Zone_3,North,South,1102.0,21.62,2,5595,0.2311,5.0,Open
P007,Plant_Jaipur,W068,WH_Hyderabad_Zone_4,North,South,1085.3,22.99,3,5131,0.1888,4.35,Open
P007,Plant_Jaipur,W069,WH_Cochin_Zone_1,North,South,1868.2,32.39,5,5477,0.2386,4.89,Open
P007,Plant_Jaipur,W070,WH_Cochin_Zone_2,North,South,1867.0,32.48,5,2371,0.2493,4.48,Open
P007,Plant_Jaipur,W071,WH_Cochin_Zone_3,North,South,1872.6,33.89,4,5745,0.3569,1.55,Open
P007,Plant_Jaipur,W072,WH_Cochin_Zone_4,North,South,1894.4,31.06,5,2952,0.4413,4.45,Open
P007,Plant_Jaipur,W073,WH_Coimbatore_Zone_1,North,South,1753.9,30.7,5,5487,0.2651,2.02,Open
P007,Plant_Jaipur,W074,WH_Coimbatore_Zone_2,North,South,1779.6,37.56,4,4667,0.2604,2.86,Open
P007,Plant_Jaipur,W075,WH_Coimbatore_Zone_3,North,South,1790.2,30.14,4,3556,0.2362,1.22,Open
P007,Plant_Jaipur,W076,WH_Coimbatore_Zone_4,North,South,1757.8,32.82,4,1689,0.3922,3.84,Open
P007,Plant_Jaipur,W077,WH_Mysuru_Zone_1,North,South,1648.0,29.55,4,4001,0.2096,3.07,Open
P007,Plant_Jaipur,W078,WH_Mysuru_Zone_2,North,South,1644.2,22.49,4,4201,0.3757,1.63,Open
P007,Plant_Jaipur,W079,WH_Mysuru_Zone_3,North,South,1630.4,25.57,3,3689,0.3415,3.06,Open
P007,Plant_Jaipur,W080,WH_Mysuru_Zone_4,North,South,1645.5,25.61,4,3555,0.2422,4.73,Open
P007,Plant_Jaipur,W081,WH_Kolkata_Zone_1,North,East,1341.2,28.06,3,3975,0.2622,2.48,Open
P007,Plant_Jaipur,W082,WH_Kolkata_Zone_2,North,East,1353.4,21.95,4,5966,0.2262,1.72,Open
P007,Plant_Jaipur,W083,WH_Kolkata_Zone_3,North,East,1358.3,25.53,3,3329,0.3025,2.74,Open
P007,Plant_Jaipur,W084,WH_Kolkata_Zone_4,North,East,1351.4,21.41,3,2824,0.1744,3.14,Open
P007,Plant_Jaipur,W085,WH_Bhubaneswar_Zone_1,North,East,1245.4,28.05,3,1249,0.248,3.04,Open
P007,Plant_Jaipur,W086,WH_Bhubaneswar_Zone_2,North,East,1239.8,23.29,4,3975,0.1493,2.28,Open
P007,Plant_Jaipur,W087,WH_Bhubaneswar_Zone_3,North,East,1251.6,21.44,3,2059,0.158,1.92,Open
P007,Plant_Jaipur,W088,WH_Bhubaneswar_Zone_4,North,East,1272.4,26.78,2,2099,0.1856,2.17,Open
P007,Plant_Jaipur,W089,WH_Ranchi_Zone_1,North,East,1034.7,18.02,3,3787,0.2317,1.69,Open
P007,Plant_Jaipur,W090,WH_Ranchi_Zone_2,North,East,1048.3,23.66,3,876,0.2166,4.45,Open
P007,Plant_Jaipur,W091,WH_Ranchi_Zone_3,North,East,1042.4,20.74,3,3948,0.1648,4.07,Open
P007,Plant_Jaipur,W092,WH_Ranchi_Zone_4,North,East,1029.1,20.72,2,3199,0.1594,4.53,Open
P007,Plant_Jaipur,W093,WH_Guwahati_Zone_1,North,East,1593.5,23.98,4,842,0.2766,1.03,Open
P007,Plant_Jaipur,W094,WH_Guwahati_Zone_2,North,East,1573.7,32.21,3,1360,0.2892,2.6,Open
P007,Plant_Jaipur,W095,WH_Guwahati_Zone_3,North,East,1591.6,33.83,3,4608,0.3534,2.66,Open
P007,Plant_Jaipur,W096,WH_Guwahati_Zone_4,North,East,1568.1,22.23,3,1739,0.2702,3.99,Open
P007,Plant_Jaipur,W097,WH_Patna_Zone_1,North,East,926.0,20.09,2,4214,0.2086,1.16,Open
P007,Plant_Jaipur,W098,WH_Patna_Zone_2,North,East,943.7,22.24,3,1954,0.1227,4.71,Open
P007,Plant_Jaipur,W099,WH_Patna_Zone_3,North,East,931.4,20.29,2,1530,0.1857,2.57,Open
P007,Plant_Jaipur,W100,WH_Patna_Zone_4,North,East,941.9,17.34,2,4971,0.1894,1.99,Open
P007,Plant_Jaipur,W101,WH_Indore_Zone_1,North,Central,468.5,10.33,2,4271,0.0698,1.31,Open
P007,Plant_Jaipur,W102,WH_Indore_Zone_2,North,Central,449.7,11.39,1,4264,0.0918,2.61,Open
P007,Plant_Jaipur,W103,WH_Indore_Zone_3,North,Central,458.7,10.51,2,4488,0.0707,3.34,Open
P007,Plant_Jaipur,W104,WH_Indore_Zone_4,North,Central,452.9,13.08,1,5124,0.1012,2.06,Open
P007,Plant_Jaipur,W105,WH_Bhopal_Zone_1,North,Central,461.2,11.18,2,3475,0.0988,4.18,Open
P007,Plant_Jaipur,W106,WH_Bhopal_Zone_2,North,Central,440.7,11.1,1,5416,0.0788,1.48,Open
P007,Plant_Jaipur,W107,WH_Bhopal_Zone_3,North,Central,446.8,14.02,1,5753,0.0688,2.75,Open
P007,Plant_Jaipur,W108,WH_Bhopal_Zone_4,North,Central,417.9,11.5,1,2921,0.0593,2.46,Open
P007,Plant_Jaipur,W109,WH_Nagpur_Zone_1,North,Central,706.4,13.95,2,3231,0.1629,4.5,Open
P007,Plant_Jaipur,W110,WH_Nagpur_Zone_2,North,Central,720.6,15.49,2,4065,0.1425,1.07,Open
P007,Plant_Jaipur,W111,WH_Nagpur_Zone_3,North,Central,731.5,16.33,2,1875,0.1541,2.81,Open
P007,Plant_Jaipur,W112,WH_Nagpur_Zone_4,North,Central,739.8,12.42,2,5638,0.1678,1.04,Open
P007,Plant_Jaipur,W113,WH_Raipur_Zone_1,North,Central,849.9,15.45,3,3929,0.1697,3.11,Open
P007,Plant_Jaipur,W114,WH_Raipur_Zone_2,North,Central,881.5,20.89,2,4996,0.2018,4.22,Open
P007,Plant_Jaipur,W115,WH_Raipur_Zone_3,North,Central,872.2,14.53,3,4853,0.1967,2.64,Open
P007,Plant_Jaipur,W116,WH_Raipur_Zone_4,North,Central,854.7,16.82,2,1638,0.1961,3.22,Open
P007,Plant_Jaipur,W117,WH_Jabalpur_Zone_1,North,Central,590.1,12.72,2,1704,0.0798,4.78,Open
P007,Plant_Jaipur,W118,WH_Jabalpur_Zone_2,North,Central,571.4,11.07,2,4759,0.1297,3.02,Open
P007,Plant_Jaipur,W119,WH_Jabalpur_Zone_3,North,Central,571.3,11.76,2,1281,0.0871,4.29,Open
P007,Plant_Jaipur,W120,WH_Jabalpur_Zone_4,North,Central,588.9,13.43,2,2361,0.1318,3.0,Open
P008,Plant_Lucknow,W001,WH_Ahmedabad_Zone_1,North,West,927.9,18.59,2,2679,0.2121,4.27,Open
P008,Plant_Lucknow,W002,WH_Ahmedabad_Zone_2,North,West,923.0,17.09,2,4109,0.1961,1.84,Open
P008,Plant_Lucknow,W003,WH_Ahmedabad_Zone_3,North,West,931.5,18.63,2,3177,0.1652,2.89,Open
P008,Plant_Lucknow,W004,WH_Ahmedabad_Zone_4,North,West,936.9,15.57,3,2517,0.1976,4.24,Open
P008,Plant_Lucknow,W005,WH_Surat_Zone_1,North,West,1061.1,23.66,3,5463,0.2083,4.5,Open
P008,Plant_Lucknow,W006,WH_Surat_Zone_2,North,West,1054.2,16.08,3,3058,0.175,4.18,Open
P008,Plant_Lucknow,W007,WH_Surat_Zone_3,North,West,1052.2,19.53,3,5690,0.1977,3.86,Open
P008,Plant_Lucknow,W008,WH_Surat_Zone_4,North,West,1026.8,25.34,3,1164,0.2425,2.02,Open
P008,Plant_Lucknow,W009,WH_Rajkot_Zone_1,North,West,1128.9,25.42,3,4486,0.1417,3.18,Open
P008,Plant_Lucknow,W010,WH_Rajkot_Zone_2,North,West,1145.0,20.45,3,5806,0.2704,4.12,Open
P008,Plant_Lucknow,W011,WH_Rajkot_Zone_3,North,West,1141.0,17.36,4,3806,0.2102,1.68,Open
P008,Plant_Lucknow,W012,WH_Rajkot_Zone_4,North,West,1135.5,20.72,3,986,0.2115,1.2,Open
P008,Plant_Lucknow,W013,WH_Mumbai_Zone_1,North,West,1177.5,17.31,3,5525,0.1991,2.31,Open
P008,Plant_Lucknow,W014,WH_Mumbai_Zone_2,North,West,1193.7,24.01,3,4761,0.1892,4.86,Open
P008,Plant_Lucknow,W015,WH_Mumbai_Zone_3,North,West,1186.9,23.75,3,1056,0.2838,3.64,Open
P008,Plant_Lucknow,W016,WH_Mumbai_Zone_4,North,West,1174.0,18.44,2,5464,0.2176,2.13,Open
P008,Plant_Lucknow,W017,WH_Pune_Zone_1,North,West,1196.3,27.93,4,3640,0.2358,3.35,Open
P008,Plant_Lucknow,W018,WH_Pune_Zone_2,North,West,1185.3,26.24,3,4016,0.2034,2.1,Open
P008,Plant_Lucknow,W019,WH_Pune_Zone_3,North,West,1180.8,27.49,3,5859,0.1987,1.61,Open
P008,Plant_Lucknow,W020,WH_Pune_Zone_4,North,West,1172.8,21.01,3,4575,0.1463,3.62,Open
P008,Plant_Lucknow,W021,WH_Nashik_Zone_1,North,West,1045.1,19.26,3,4444,0.1515,4.25,Open
P008,Plant_Lucknow,W022,WH_Nashik_Zone_2,North,West,1058.3,22.27,3,5896,0.1509,1.22,Open
P008,Plant_Lucknow,W023,WH_Nashik_Zone_3,North,West,1045.5,17.2,3,5368,0.1924,4.78,Open
P008,Plant_Lucknow,W024,WH_Nashik_Zone_4,North,West,1054.8,19.56,3,2696,0.205,3.7,Open
P008,Plant_Lucknow,W025,WH_Delhi_Zone_1,North,North,412.7,12.97,2,3769,0.0533,3.72,Open
P008,Plant_Lucknow,W026,WH_Delhi_Zone_2,North,North,428.1,11.06,1,4299,0.0792,4.4,Open
P008,Plant_Lucknow,W027,WH_Delhi_Zone_3,North,North,438.6,11.84,2,1711,0.0892,3.08,Open
P008,Plant_Lucknow,W028,WH_Delhi_Zone_4,North,North,430.4,10.54,2,4541,0.0725,3.36,Open
P008,Plant_Lucknow,W029,WH_Gurugram_Zone_1,North,North,435.4,9.47,1,3089,0.0693,1.38,Open
P008,Plant_Lucknow,W030,WH_Gurugram_Zone_2,North,North,443.8,13.72,2,1949,0.0846,3.24,Open
P008,Plant_Lucknow,W031,WH_Gurugram_Zone_3,North,North,423.1,11.71,1,1640,0.0541,3.76,Open
P008,Plant_Lucknow,W032,WH_Gurugram_Zone_4,North,North,429.4,11.75,1,5721,0.0687,1.28,Open
P008,Plant_Lucknow,W033,WH_Noida_Zone_1,North,North,399.7,9.56,1,851,0.074,2.22,Open
P008,Plant_Lucknow,W034,WH_Noida_Zone_2,North,North,398.1,10.77,1,1874,0.0743,3.11,Open
P008,Plant_Lucknow,W035,WH_Noida_Zone_3,North,North,398.1,13.18,1,2655,0.057,1.84,Open
P008,Plant_Lucknow,W036,WH_Noida_Zone_4,North,North,389.1,8.85,1,5084,0.0893,4.1,Open
P008,Plant_Lucknow,W037,WH_Jaipur_Zone_1,North,North,500.0,13.72,1,1251,0.099,1.47,Open
P008,Plant_Lucknow,W038,WH_Jaipur_Zone_2,North,North,522.5,12.71,1,2582,0.1008,2.62,Open
P008,Plant_Lucknow,W039,WH_Jaipur_Zone_3,North,North,524.5,11.79,1,5039,0.098,4.47,Open
P008,Plant_Lucknow,W040,WH_Jaipur_Zone_4,North,North,502.1,14.84,2,4975,0.0615,3.33,Open
P008,Plant_Lucknow,W041,WH_Chandigarh_Zone_1,North,North,596.1,14.31,2,4570,0.0961,1.55,Open
P008,Plant_Lucknow,W042,WH_Chandigarh_Zone_2,North,North,589.4,13.49,2,866,0.1332,4.73,Open
P008,Plant_Lucknow,W043,WH_Chandigarh_Zone_3,North,North,592.8,15.19,2,1574,0.107,4.47,Open
P008,Plant_Lucknow,W044,WH_Chandigarh_Zone_4,North,North,581.0,16.32,2,2305,0.0854,3.73,Open
P008,Plant_Lucknow,W045,WH_Lucknow_Zone_1,North,North,18.2,6.17,1,2508,0.0022,1.45,Open
P008,Plant_Lucknow,W046,WH_Lucknow_Zone_2,North,North,11.7,5.44,1,3490,0.0019,3.88,Open
P008,Plant_Lucknow,W047,WH_Lucknow_Zone_3,North,North,21.8,7.21,1,5303,0.0048,2.71,Open
P008,Plant_Lucknow,W048,WH_Lucknow_Zone_4,North,North,21.2,6.89,1,2271,0.0043,4.16,Open
P008,Plant_Lucknow,W049,WH_Kanpur_Zone_1,North,North,74.9,6.48,1,2573,0.0127,3.99,Open
P008,Plant_Lucknow,W050,WH_Kanpur_Zone_2,North,North,96.7,7.3,1,2934,0.0226,2.64,Open
P008,Plant_Lucknow,W051,WH_Kanpur_Zone_3,North,North,76.1,7.3,1,5068,0.0113,3.29,Open
P008,Plant_Lucknow,W052,WH_Kanpur_Zone_4,North,North,86.6,7.59,1,1180,0.0197,4.68,Open
P008,Plant_Lucknow,W053,WH_Ludhiana_Zone_1,North,North,659.5,11.24,2,4653,0.1351,2.19,Open
P008,Plant_Lucknow,W054,WH_Ludhiana_Zone_2,North,North,642.5,15.37,2,896,0.1289,2.58,Open
P008,Plant_Lucknow,W055,WH_Ludhiana_Zone_3,North,North,670.4,12.26,2,2737,0.1468,3.43,Open
P008,Plant_Lucknow,W056,WH_Ludhiana_Zone_4,North,North,680.7,13.86,2,1632,0.1626,1.84,Open
P008,Plant_Lucknow,W057,WH_Bengaluru_Zone_1,North,South,1577.8,20.41,4,1969,0.3485,4.39,Open
P008,Plant_Lucknow,W058,WH_Bengaluru_Zone_2,North,South,1606.5,32.98,4,4239,0.3667,2.59,Open
P008,Plant_Lucknow,W059,WH_Bengaluru_Zone_3,North,South,1564.1,23.66,3,4140,0.3493,3.26,Open
P008,Plant_Lucknow,W060,WH_Bengaluru_Zone_4,North,South,1588.9,23.18,3,5384,0.2681,1.45,Open
P008,Plant_Lucknow,W061,WH_Chennai_Zone_1,North,South,1527.1,28.3,3,3894,0.3522,1.42,Open
P008,Plant_Lucknow,W062,WH_Chennai_Zone_2,North,South,1523.7,23.03,5,1494,0.2309,1.66,Open
P008,Plant_Lucknow,W063,WH_Chennai_Zone_3,North,South,1527.6,29.04,3,4049,0.2103,1.29,Open
P008,Plant_Lucknow,W064,WH_Chennai_Zone_4,North,South,1548.1,32.46,3,1948,0.2148,4.4,Open
P008,Plant_Lucknow,W065,WH_Hyderabad_Zone_1,North,South,1078.4,22.59,2,4079,0.2234,4.34,Open
P008,Plant_Lucknow,W066,WH_Hyderabad_Zone_2,North,South,1106.9,19.64,2,1009,0.2016,3.31,Open
P008,Plant_Lucknow,W067,WH_Hyderabad_Zone_3,North,South,1085.3,22.36,2,4326,0.2057,3.22,Open
P008,Plant_Lucknow,W068,WH_Hyderabad_Zone_4,North,South,1075.2,22.6,3,2631,0.2371,1.29,Open
P008,Plant_Lucknow,W069,WH_Cochin_Zone_1,North,South,1923.3,39.56,4,5522,0.4258,4.59,Open
P008,Plant_Lucknow,W070,WH_Cochin_Zone_2,North,South,1923.8,27.66,4,4323,0.4146,2.36,Open
P008,Plant_Lucknow,W071,WH_Cochin_Zone_3,North,South,1927.5,23.01,5,1302,0.2861,2.79,Open
P008,Plant_Lucknow,W072,WH_Cochin_Zone_4,North,South,1948.9,24.89,5,4716,0.2467,2.63,Open
P008,Plant_Lucknow,W073,WH_Coimbatore_Zone_1,North,South,1793.1,25.86,5,3434,0.3674,2.85,Open
P008,Plant_Lucknow,W074,WH_Coimbatore_Zone_2,North,South,1811.1,37.3,5,3454,0.3551,4.66,Open
P008,Plant_Lucknow,W075,WH_Coimbatore_Zone_3,North,South,1825.9,25.52,5,5881,0.3957,4.96,Open
P008,Plant_Lucknow,W076,WH_Coimbatore_Zone_4,North,South,1800.6,27.89,3,1219,0.2503,3.75,Open
P008,Plant_Lucknow,W077,WH_Mysuru_Zone_1,North,South,1695.8,23.23,4,5937,0.385,1.79,Open
P008,Plant_Lucknow,W078,WH_Mysuru_Zone_2,North,South,1691.8,30.95,4,1328,0.3102,4.15,Open
P008,Plant_Lucknow,W079,WH_Mysuru_Zone_3,North,South,1685.6,34.16,3,1596,0.2679,2.34,Open
P008,Plant_Lucknow,W080,WH_Mysuru_Zone_4,North,South,1702.0,23.12,4,1377,0.3334,2.15,Open
P008,Plant_Lucknow,W081,WH_Kolkata_Zone_1,North,East,868.6,18.53,2,2220,0.1068,3.33,Open
P008,Plant_Lucknow,W082,WH_Kolkata_Zone_2,North,East,881.2,18.35,2,869,0.1962,3.72,Open
P008,Plant_Lucknow,W083,WH_Kolkata_Zone_3,North,East,889.0,16.49,2,1998,0.119,1.43,Open
P008,Plant_Lucknow,W084,WH_Kolkata_Zone_4,North,East,885.3,19.34,3,4880,0.1716,2.92,Open
P008,Plant_Lucknow,W085,WH_Bhubaneswar_Zone_1,North,East,868.9,17.86,2,2058,0.1634,2.42,Open
P008,Plant_Lucknow,W086,WH_Bhubaneswar_Zone_2,North,East,861.6,17.51,2,5442,0.1224,2.75,Open
P008,Plant_Lucknow,W087,WH_Bhubaneswar_Zone_3,North,East,875.5,16.27,3,5598,0.1746,1.83,Open
